fold,AUC,runtime_seconds
1,0.8059964726631392,20.759931087493896
2,0.8005794910556815,16.291483163833618
3,0.8239467990327096,17.859055042266846
4,0.8396334478808707,16.723278522491455
5,0.8182279122829256,18.81967043876648
