fold,AUC,runtime_seconds
1,0.6065454545454545,8.170021295547485
2,0.49455657492354743,12.825345516204834
3,0.5418348623853211,14.881895780563354
4,0.633211009174312,16.11597204208374
5,0.5950458715596331,15.12379002571106
