fold,AUC,runtime_seconds
1,0.7037505267593763,24.90277600288391
2,0.5401182432432432,14.507615327835083
3,0.6202016520894071,7.075259447097778
4,0.7144679300291544,17.155877590179443
5,0.6735301263362486,15.995009660720825
