fold,AUC,runtime_seconds
1,0.6996984649122807,17.786710023880005
2,0.6428179824561403,17.00495457649231
3,0.5283590308370044,14.60568380355835
4,0.645512114537445,11.848526000976562
5,0.6459251101321586,15.466561079025269
